"number","title","pageid","namespace","length","touched","Wikidata"
"1042","Eino_Paloheimo","973153","","1286","20220416095608","Q11857163"
"1043","Nokia_Asha_303","973239","","4050","20221022021641","Q2699072"
"1044","Antti_Koskelin","973398","","2253","20240830190258","Q11852128"
"1045","Nokia_Asha_300","973416","","4607","20240906110544","Q2068068"
"1046","Nokia_Asha_201","974070","","3831","20221022021116","Q2067967"
"1047","Nokia_Asha_200","975081","","4002","20221022021019","Q622067"
"1048","Nokia_603","975533","","5076","20200606095814","Q2612670"
"1049","Nokia_C2-05","977573","","3319","20221022022159","Q13118405"
"1050","Nokia_X2-05","978108","","3113","20210726093301","Q14121921"
"1051","Vahanen-yhtiöt","978132","","20177","20240913040147","Q7908588"
"1052","Nokia_X1-00","978358","","2152","20221022033423","Q11884668"
"1053","Nokia_X2-01","978553","","2242","20200606104749","Q7048043"
"1054","Nokia_X2","978554","","2190","20200606085012","Q17317576"
"1055","Nokia_C2-01","978556","","2539","20200606085937","Q3877865"
"1056","Nokia_5250","978713","","2263","20240924033916","Q524628"
"1057","Nokia_X3-02","978858","","3266","20221022033904","Q2529527"
"1058","Nokia_X2-02","979480","","3342","20221022033658","Q7048044"
"1059","Nokia_X5-01","979960","","2464","20200606110340","Q3877876"
"1060","Nokia_E73","980337","","3513","20230222062732","Q5994152"
"1061","Nokia_C2-00","980377","","2712","20221022022011","Q3532361"
"1062","Nokia_C1-02","980561","","2728","20221127182618","Q11884657"
"1063","Nokia_C1-01","980955","","2943","20221127182555","Q2638913"
"1064","Niittykummun_metroasema","981725","","6824","20250321191036","Q11161394"
"1065","Nokia_C1-00","982897","","1587","20200606105449","Q15975530"
"1066","Gustaf_Fogelholm","982967","","2690","20240123184628","Q11860792"
"1067","Espoon_kartanon_Sågbron_silta","983831","","6054","20241112131939","Q5477885"
"1068","Espoon_kartanon_Qvarnbron_silta","983838","","4949","20241112131938","Q5490997"
"1069","Turun_Seudun_Energiantuotanto","984109","","4823","20241127084138","Q11898785"
"1070","Nokia_801T","985511","","4829","20191003154723","Q14121126"
"1071","Nokia_X2-00","985518","","3106","20221022033616","Q3342858"
"1072","Bensulsin_kartano","985749","","1297","20240128225729","Q11854089"
"1073","Nokia_Lumia_900","987163","","8852","20241014210948","Q280885"
"1074","Nokia_Asha","987661","","3173","20221022020922","Q1645716"
"1075","Espoon_Vesi","990081","","1072","20240716092339","Q11858798"
"1076","Tuomarilan_VPK","990630","","3189","20240926131032","Q11898609"
"1077","Espoon_Pesis","992581","","5514","20240727172909","Q11858789"
"1078","Pirkko_Alitalo","992941","","2841","20190417193300","Q16160778"
"1079","Alan_Wake’s_American_Nightmare","994678","","10643","20241109183708","Q2502055"
"1080","Pekka_Vihervuori","995842","","6793","20250131183041","Q5474241"
"1081","Viherkallion_koulu","996611","","2330","20240522133556","Q11901250"
"1082","Länsiväyläjuoksu","998820","","14270","20240516210113","Q11705312"
"1083","Nokia_808_PureView","998852","","7860","20230222063016","Q1341483"
"1084","Nokia_Lumia_610","999742","","6826","20221022024711","Q216994"
"1085","Lauri_Niinistö","1000155","","2044","20250325135959","Q11875098"
"1086","Kari_Ebeling","1001932","","1544","20230508100519","Q16170866"
"1087","Viestijuoksun_Suomen-mestaruuskilpailut_2008","1006270","","5090","20240315075353","Q13425535"
"1088","Hakalehto","1006296","","4017","20240202190200","Q20915830"
"1089","Matinkylän_urheilupuisto","1007848","","2031","20240713024415","Q11881457"
"1090","Bounce_Tales","1011006","","1771","20211126052739","Q11854559"
"1091","Jaakko_Honko","1013102","","7775","20250225094851","Q11865469"
"1092","HiQ_Finland","1015976","","7009","20240911200108","Q11862516"
"1093","Valmet_361_D","1016493","","5664","20240517174400","Q3093434"
"1094","Leppävaaran_budoseura","1017107","","7495","20241127091537","Q18660546"
"1095","Nokia_6110","1020530","","2842","20241113003712","Q2455423"
"1096","Mendor","1021413","","3255","20240917090721","Q6816722"
"1097","Katrina_Harjuhahto-Madetoja","1021947","","10822","20240612190248","Q11870420"
"1098","Ahti_Korhonen","1026152","","5288","20230128063718","Q11849965"
"1099","Kone_Building","1027904","","2904","20230909203955","Q18660143"
"1100","Angry_Birds_Space","1028423","","3884","20240327121729","Q1188898"
"1101","Angry_Birds_Toons","1028933","","5682","20250316171226","Q769943"
"1102","Amazing_Alex","1029607","","4224","20240430063901","Q1190348"
"1103","Gustav_Elfving","1030843","","9793","20250310224159","Q4351970"
"1104","Espoon_Bembölen_FK-rata","1032356","","1708","20240713024211","Q11858783"
"1105","Espoon_kaupunkirata","1033649","","10401","20250126212738","Q11858806"
"1106","Cult24","1033883","","2146","20220821130805","Q5485669"
"1107","Nokia_103","1034821","","2747","20250418013929","Q14121139"
"1108","Espoo_Colts","1034844","","2555","20250422204720","Q11858780"
"1109","Laivateollisuus","1034905","","4226","20250227154136","Q11874481"
"1110","Angry_Birds_Trilogy","1035272","","2066","20171217134602","Q2786549"
"1111","Saunalahden_koulu","1035984","","2511","20240115210453","Q11892636"
"1112","Keilaranta_Tower","1036039","","6168","20241028122154","Q18659962"
"1113","Kaarlo_Hildén_(maantieteilijä)","1036620","","8649","20240204153018","Q17380798"
"1114","Olli_Kivinen_(arkkitehti)","1039324","","10598","20250102084121","Q11885426"
"1115","Pekka_Kokkonen","1039380","","3043","20220611092347","Q11887134"
"1116","Kauko_Järvinen","1040001","","1577","20181229183522","Q11870502"
"1117","Ilmari_Kaitila","1040050","","4653","20241110060859","Q11864621"
"1118","Helmer_Roschier","1040723","","1671","20210309155132","Q11862084"
"1119","Nokia_Lumia_920","1041011","","30078","20240617172408","Q235642"
"1120","Nokia_Lumia_820","1041015","","6304","20221022025618","Q311758"
"1121","Nokia_5110","1041180","","2198","20241112085937","Q2016083"
"1122","Emil_Johannes_Simola","1042033","","1803","20230904183452","Q11857771"
"1123","Karl_Fredrik_Slotte","1042306","","1310","20240204185826","Q6181114"
"1124","Nokia_8210","1042983","","4040","20241112090228","Q1193046"
"1125","Keilaniemen_tornit","1043547","","3635","20230410082436","Q11870744"
"1126","Einar_Stenij","1043585","","1836","20230826151555","Q11857045"
"1127","Bruno_Suviranta","1044135","","8129","20250410182614","Q11854677"
"1128","Torolf_Sörensen","1044258","","1121","20250228175043","Q11898222"
"1129","Antti_Lagerroos","1044792","","1147","20231022130844","Q11852142"
"1130","Jyrki_Salminen_(Nokia)","1044793","","661","20231022130847","Q11868235"
"1131","Reijo_Lantto","1044795","","1563","20241209052904","Q14090213"
"1132","Heikki_Koskinen_(yritysjohtaja)","1044854","","671","20250103223904","Q5489084"
"1133","Nokia_Asha_311","1045281","","3894","20221022021855","Q2758576"
"1134","Nokia_Asha_306","1045283","","1743","20221022021727","Q3877864"
"1135","Bad_Piggies","1045551","","4725","20221108065952","Q144728"
"1136","Anglo-Nordic","1046586","","5393","20230308130921","Q5478095"
"1137","Kellonummen_hautausmaa","1047160","","3120","20240814095922","Q11870818"
"1138","Yrjö_Vesa","1047780","","2345","20230329103058","Q11903067"
"1139","Suomen_luontokeskus_Haltia","1048641","","7296","20230808010635","Q5476978"
"1140","Torsten_Westerlund","1048892","","2035","20230727125725","Q11898247"
"1141","Axel_Ahlfors","1049047","","4426","20240406162337","Q11853699"
"1142","Mikko_Tamminen","1050245","","1091","20230329103140","Q18688633"
"1143","Jaakko_Rahola","1050442","","6040","20240212142737","Q11865529"
"1144","Anders_Johannes_Brax","1053746","","2909","20240610033908","Q5493049"
"1145","Angry_Birds_Star_Wars","1054329","","2985","20220821102234","Q54854"
"1146","Rastor","1055169","","9483","20240716094845","Q23045302"
"1147","Kamarikuoro_Dimus","1057506","","1072","20210416174730","Q11869513"
"1148","Thord_Brenner","1058031","","1581","20220721211105","Q16166954"
"1149","Hjalmar_Brotherus","1058133","","1922","20231113063716","Q5489315"
"1150","Nokia_Asha_205","1058796","","1531","20241128190442","Q4045443"
"1151","Valmet_33","1059779","","6318","20240820091807","Q18688685"
"1152","Valmet_359","1059812","","2553","20240517174338","Q18688686"
"1153","Valmet_15","1059949","","5813","20240517174313","Q11900180"
"1154","Nokia_Lumia_620","1060814","","10383","20241019031201","Q428505"
"1155","Espoon_aikuislukio","1062779","","2564","20241201104404","Q5391745"
"1156","Haukilahden_lukio","1062819","","26467","20250216162657","Q5474891"
"1157","Olavi_Erämetsä","1063931","","3572","20220724150933","Q11885260"
"1158","Nokia_X3-00","1064494","","2557","20221127195121","Q1523400"
"1159","Nokia_X5","1064506","","2472","20221022034004","Q3342862"
"1160","Nokia_1110","1064510","","2183","20221022000926","Q840438"
"1161","Nokia_1110i","1064511","","111","20171216093536","Q11884626"
"1162","Nokia_N75","1064516","","1228","20200606110432","Q2005745"
"1163","Nokia_N78","1064522","","1650","20221022030736","Q10862963"
"1164","Nokia_N85","1064563","","1679","20221127192505","Q1651187"
"1165","Nokia_N86_8MP","1064709","","1810","20221127192602","Q2310487"
"1166","Nokia_E55","1064725","","1640","20221022023245","Q3123872"
"1167","Nokia_E63","1064726","","1562","20221022023718","Q2672682"
"1168","Nokia_E66","1064727","","1770","20221022023812","Q2278353"
"1169","Nokia_C3-00","1064730","","1355","20221022022318","Q3046436"
"1170","Nokia_Asha_202","1064732","","1459","20221022021213","Q1029158"
"1171","Nokia_Asha_203","1064734","","1547","20221022021257","Q3877861"
"1172","Nokia_Asha_302","1064737","","1607","20221022021619","Q3877862"
"1173","Nokia_Asha_305","1064741","","1177","20211226233548","Q3877863"
"1174","Nokia_110","1064745","","6742","20250418014800","Q97290720"
"1175","Nokia_111","1064765","","1677","20250418014957","Q11884625"
"1176","Nokia_112","1064768","","1360","20250418015118","Q14121135"
"1177","Nokia_113","1064769","","1757","20250418015253","Q11884629"
"1178","Puolarmetsä","1065222","","833","20200922065046","Q18661504"
"1179","Puolarmaarin_ryhmäpuutarha","1065236","","1697","20230106074503","Q11889099"
"1180","Nokia_8110","1065269","","2129","20241113003715","Q2393493"
"1181","Nokia_8250","1065273","","1062","20221022020415","Q3877858"
"1182","Nokia_8310","1065275","","1220","20241113003717","Q2315943"
"1183","Nokia_8800","1065278","","1336","20221022020439","Q2279505"
"1184","Nokia_8810","1065279","","952","20211230114804","Q3877859"
"1185","Nokia_8850","1065280","","1118","20221022020536","Q2555986"
"1186","Nokia_8855","1065287","","805","20200526163148","Q11884653"
"1187","Nokia_8890","1065289","","1094","20221022020633","Q3877860"
"1188","Nokia_8910","1065295","","917","20211204110242","Q1749694"
"1189","Nokia_7200","1065313","","2474","20221022014702","Q1749703"
"1190","Nokia_7210","1065317","","926","20200608024811","Q11884648"
"1191","Nokia_7250","1065321","","1872","20240113224436","Q1038484"
"1192","Aalto_University_Executive_Education","1065687","","8827","20250315171820","Q1952587"
"1193","Sulo_Hintikka","1066519","","4804","20250322070002","Q11894672"
"1194","Nokia_7260","1066615","","2073","20230102202720","Q4045436"
"1195","Nokia_7270","1066619","","1226","20221022015049","Q4045435"
"1196","Nokia_7280","1066622","","2198","20221022015146","Q369565"
"1197","Nokia_7360","1066881","","1693","20221022015243","Q2079374"
"1198","Nokia_7370","1067094","","2475","20221022015340","Q2371244"
"1199","Nokia_7373","1067099","","2380","20221022015436","Q4045437"
"1200","Nokia_7380","1067101","","1671","20221022015533","Q2455456"
"1201","Nokia_7390","1067103","","1504","20230307081543","Q2334249"
"1202","Nokia_7600","1067118","","1258","20230307081337","Q2016140"
"1203","Nokia_6020","1067238","","4060","20230325225705","Q2334236"
"1204","Nokia_6030","1067242","","1292","20230325225353","Q1998952"
"1205","Nokia_6070","1067244","","1288","20230325225130","Q2310379"
"1206","Nokia_6100","1067246","","2296","20230326000512","Q770178"
"1207","Nokia_6108","1067251","","1188","20230326000634","Q12500851"
"1208","Nokia_6120_classic","1067255","","1982","20221022011346","Q1991401"
"1209","Nokia_6125","1067278","","1287","20230326000831","Q1109884"
"1210","Nokia_6130","1067283","","1725","20200606135948","Q21076292"
"1211","Nokia_6136","1067285","","1205","20221022011639","Q2580991"
"1212","Nokia_6150","1067289","","1047","20230326000936","Q970906"
"1213","Nokia_6151","1067303","","1664","20230410185522","Q2406341"
"1214","Nokia_6170","1067308","","1339","20221022011853","Q2455447"
"1215","Nokia_6210","1067466","","957","20220714052518","Q2627867"
"1216","Nokia_6220","1067468","","1234","20221022011951","Q6458452"
"1217","Nokia_6230","1067470","","3528","20240823143744","Q1136359"
"1218","Nokia_6234","1067472","","1424","20221022012242","Q12249319"
"1219","Nokia_6250","1067473","","940","20230326001437","Q2645422"
"1220","Iivo_Hallakorpi","1068939","","3652","20230902101928","Q11864458"
"1221","Nokia_6260","1068993","","1391","20230326001537","Q4116015"
"1222","Nokia_6270","1068997","","1359","20230326001636","Q2555903"
"1223","Nokia_6310","1069001","","1903","20240814061909","Q8313879"
"1224","Ossian_Hannelius","1069113","","3478","20241112145303","Q11885942"
"1225","Nokia_6500","1069223","","945","20200606110834","Q14121122"
"1226","Nokia_6510","1069226","","1199","20221022013324","Q3014831"
"1227","Nokia_6620","1069231","","967","20200606100453","Q2279955"
"1228","Nokia_6650","1069245","","973","20200606090543","Q3015696"
"1229","Nokia_6670","1069251","","1413","20221022013814","Q2296737"
"1230","Nokia_6700_classic","1069268","","1703","20221022013934","Q2498503"
"1231","Nokia_6730_classic","1069284","","1391","20221022014031","Q3631666"
"1232","Nokia_6800","1069288","","1404","20231020065502","Q3549671"
"1233","Nokia_6810","1069290","","1137","20221022014224","Q3543804"
"1234","Friisilän_koulu_(Espoo)","1069303","","1581","20231109041030","Q11860097"
"1235","Valmet_565","1069459","","6665","20240517174434","Q11900183"
"1236","Mikko_Heikinheimo","1069490","","3017","20240221184644","Q11882696"
"1237","Pekka_Heinänen","1069557","","1944","20240824153112","Q11887099"
"1238","Nokia_5100","1069618","","2308","20221127165646","Q2455500"
"1239","Nokia_5140","1069623","","1750","20230401210333","Q2407627"
"1240","Nokia_5500","1069627","","1498","20250418170223","Q1761258"
"1241","Nokia_3100","1069633","","3269","20221022003147","Q1779854"
"1242","Nokia_3108","1069636","","1151","20221022003244","Q5399788"
"1243","Nokia_3110","1069639","","1196","20241113003709","Q2578057"
"1244","Nokia_3128","1069645","","912","20200606134257","Q11884635"
"1245","Nokia_3330","1069647","","1577","20240221100647","Q1218456"
"1246","Nokia_3350","1069696","","944","20200606134144","Q11884636"
"1247","Nokia_3410","1069701","","1337","20220709125123","Q2016106"
"1248","Nokia_3530","1069842","","1216","20230909150417","Q12436255"
"1249","Nokia_3600","1069847","","1419","20221022004356","Q2364693"
"1250","Nokia_3610","1069855","","937","20200606105034","Q5408312"
"1251","Nokia_2100","1069861","","1364","20221022001559","Q2628175"
"1252","Nokia_2220_Slide","1069882","","1229","20221022002016","Q3877823"
"1253","Niipperin_koulu","1070000","","2705","20240104015127","Q18660977"
"1254","Nokia_2323","1070059","","1384","20221022002310","Q6458337"
"1255","Nokia_2330","1070060","","1317","20221022002406","Q6458348"
"1256","Nokia_2610","1070063","","1304","20221022002628","Q2011247"
"1257","Nokia_2650","1070082","","1781","20221022002727","Q2088098"
"1258","Nokia_1661","1070102","","942","20200606134226","Q2783019"
